code,word,language,word_type,text_color,background_color,font_size,font_family,font_style,font_path,noise_type1,noise_type2,noise_type3,angle,clean_path,noisy_path,binary_mask_path,indicocr_clean,indicocr_noisy,indicocr_acc_clean,indicocr_acc_noisy,output_path,indicocr_output,indicocr_acc_outpur
767,હેટ્રિક,Gujarati,normal,paleturquoise,firebrick,97,Anek_Gujarati,AnekGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Anek_Gujarati/AnekGujarati_Expanded-Regular.ttf,angled line,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/767.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/767.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/767.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/767.png,,
768,ભારતીયોના,Gujarati,normal,lightblue,teal,92,Noto_Sans_Gujarati,NotoSansGujarati-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati-Black.ttf,angled line,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/768.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/768.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/768.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/768.png,,
769,ભણાવી,Gujarati,normal,seashell,darkgreen,57,Shrikhand,Shrikhand-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Shrikhand/Shrikhand-Regular.ttf,horizontal tear,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/769.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/769.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/769.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/769.png,,
770,મેંદો,Gujarati,normal,maroon,lightcyan,98,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-ExtraBold.ttf,random_erasure,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/770.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/770.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/770.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/770.png,,
771,જોવાતી,Gujarati,normal,dimgray,honeydew,91,Noto_Serif_Gujarati,NotoSerifGujarati-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Serif_Gujarati/NotoSerifGujarati-Light.ttf,printer toner gaps,,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/771.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/771.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/771.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/771.png,,
772,ધંધે,Gujarati,normal,slategray,peachpuff,65,Rasa,Rasa-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-SemiBold.ttf,random scratches,wave distortion,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/772.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/772.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/772.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/772.png,,
773,જાવક,Gujarati,normal,mintcream,firebrick,57,Baloo_Bhai_2,BalooBhai2-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-Regular.ttf,scribble,watermarks,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/773.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/773.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/773.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/773.png,,
774,૧૨૪,Gujarati,pure_number,saddlebrown,gainsboro,115,Baloo_Bhai_2,BalooBhai2-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-SemiBold.ttf,double scan,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/774.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/774.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/774.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/774.png,,
775,સીબીઆઇને,Gujarati,normal,navy,lavender,109,Rasa,Rasa-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-Bold.ttf,water damage,paper curl,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/775.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/775.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/775.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/775.png,,
776,છેતરપિંડીના,Gujarati,normal,teal,skyblue,59,Rasa,Rasa-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-Regular.ttf,staple holes,watermarks,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/776.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/776.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/776.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/776.png,,
777,સુતા,Gujarati,normal,whitesmoke,maroon,115,Baloo_Bhai_2,BalooBhai2-ExtraBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-ExtraBold.ttf,double scan,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/777.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/777.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/777.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/777.png,,
778,ચોપડી,Gujarati,normal,saddlebrown,lightgray,107,Rasa,Rasa-LightItalic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-LightItalic.ttf,scanner streaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/778.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/778.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/778.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/778.png,,
779,છૂટયો,Gujarati,normal,lavender,gray,76,Baloo_Bhai_2,BalooBhai2-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-VariableFont_wght.ttf,double scan,,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/779.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/779.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/779.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/779.png,,
780,છોકરાની,Gujarati,normal,beige,darkblue,115,Anek_Gujarati,AnekGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Anek_Gujarati/AnekGujarati_Condensed-ExtraBold.ttf,printer toner gaps,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/780.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/780.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/780.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/780.png,,
781,બેદીએ,Gujarati,normal,lightblue,midnightblue,70,Baloo_Bhai_2,BalooBhai2-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-Medium.ttf,partial occlusion,,aliasing,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/781.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/781.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/781.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/781.png,,
782,કોર્પેારેટર,Gujarati,normal,seashell,forestgreen,95,Noto_Serif_Gujarati,NotoSerifGujarati-Thin,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Serif_Gujarati/NotoSerifGujarati-Thin.ttf,staple holes,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/782.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/782.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/782.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/782.png,,
783,૧૦ના,Gujarati,normal,skyblue,teal,81,Mukta_Vaani,MuktaVaani-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Mukta_Vaani/MuktaVaani-Bold.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/783.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/783.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/783.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/783.png,,
784,ઈલેક્ટ્રીક,Gujarati,normal,forestgreen,lightgreen,60,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-ExtraLight.ttf,random_erasure,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/784.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/784.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/784.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/784.png,,
785,કાચું,Gujarati,normal,darkolivegreen,lightcyan,111,Anek_Gujarati,AnekGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Anek_Gujarati/AnekGujarati_Expanded-Regular.ttf,random_erasure,watermarks,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/785.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/785.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/785.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/785.png,,
786,૧૧૦,Gujarati,pure_number,linen,saddlebrown,58,Noto_Serif_Gujarati,NotoSerifGujarati-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Serif_Gujarati/NotoSerifGujarati-Medium.ttf,random scratches,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/786.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/786.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/786.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/786.png,,
787,વેઠવું,Gujarati,normal,teal,seashell,110,Baloo_Bhai_2,BalooBhai2-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-Bold.ttf,scribble,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/787.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/787.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/787.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/787.png,,
788,કાઢયું,Gujarati,normal,white,darkolivegreen,101,Mukta_Vaani,MuktaVaani-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Mukta_Vaani/MuktaVaani-Bold.ttf,printer toner gaps,color space mismatch,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/788.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/788.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/788.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/788.png,,
789,પાટે,Gujarati,normal,dimgray,whitesmoke,106,Noto_Sans_Gujarati,NotoSansGujarati-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati-Black.ttf,partial occlusion,wave distortion,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/789.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/789.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/789.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/789.png,,
790,વયમાં,Gujarati,normal,slategray,silver,115,Rasa,Rasa-BoldItalic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-BoldItalic.ttf,scanner streaks,,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/790.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/790.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/790.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/790.png,,
791,શિલા,Gujarati,normal,gainsboro,black,43,Rasa,Rasa-Italic-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-Italic-VariableFont_wght.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/791.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/791.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/791.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/791.png,,
792,સેકન્ડના,Gujarati,normal,palegoldenrod,navy,80,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_ExtraCondensed-Thin.ttf,angled line,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/792.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/792.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/792.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/792.png,,
793,કટોકટીમાં,Gujarati,normal,midnightblue,whitesmoke,76,Rasa,Rasa-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-Regular.ttf,random_erasure,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/793.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/793.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/793.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/793.png,,
794,બ્લૂમબર્ગના,Gujarati,normal,silver,darkslategray,76,Rasa,Rasa-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-VariableFont_wght.ttf,scribble,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/794.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/794.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/794.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/794.png,,
795,સિટીના,Gujarati,normal,black,mistyrose,57,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-ExtraLight.ttf,scribble,,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/795.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/795.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/795.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/795.png,,
796,સમારી,Gujarati,normal,ivory,dimgray,96,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-Light.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/796.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/796.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/796.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/796.png,,
797,માંડવીયા,Gujarati,normal,paleturquoise,darkcyan,70,Shrikhand,Shrikhand-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Shrikhand/Shrikhand-Regular.ttf,angled line,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/797.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/797.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/797.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/797.png,,
798,વસંતભાઈ,Gujarati,normal,dimgray,silver,69,Baloo_Bhai_2,BalooBhai2-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Baloo_Bhai_2/BalooBhai2-SemiBold.ttf,staple holes,color space mismatch,character merging,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/798.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/798.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/798.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/798.png,,
799,વ્હીસ્કીની,Gujarati,normal,palegoldenrod,chocolate,43,Anek_Gujarati,AnekGujarati-VariableFont,"/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Anek_Gujarati/AnekGujarati-VariableFont_wdth,wght.ttf",water damage,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/799.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/799.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/799.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/799.png,,
800,અર્પી,Gujarati,normal,navy,silver,94,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-Bold.ttf,scribble,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/800.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/800.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/800.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/800.png,,
801,નેનોને,Gujarati,normal,forestgreen,white,95,Shrikhand,Shrikhand-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Shrikhand/Shrikhand-Regular.ttf,stroke breaks,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/801.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/801.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/801.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/801.png,,
802,કરુણા,Gujarati,normal,linen,firebrick,41,Rasa,Rasa-SemiBoldItalic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-SemiBoldItalic.ttf,angled line,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/802.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/802.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/802.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/802.png,,
803,મંડળનું,Gujarati,normal,darkred,ivory,107,Rasa,Rasa-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-SemiBold.ttf,random scratches,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/803.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/803.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/803.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/803.png,,
804,સ્નેહી,Gujarati,normal,saddlebrown,mintcream,53,Noto_Serif_Gujarati,NotoSerifGujarati-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Serif_Gujarati/NotoSerifGujarati-Black.ttf,stroke breaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/804.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/804.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/804.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/804.png,,
805,વિનુભાઇ,Gujarati,normal,steelblue,mintcream,43,Noto_Sans_Gujarati,NotoSansGujarati,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Sans_Gujarati/NotoSansGujarati_Condensed-ExtraBold.ttf,scanner streaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/805.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/805.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/805.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/805.png,,
806,સ્ટીવન,Gujarati,normal,beige,purple,98,Noto_Serif_Gujarati,NotoSerifGujarati-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Noto_Serif_Gujarati/NotoSerifGujarati-Medium.ttf,random scratches,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/806.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/806.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/806.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/806.png,,
807,જોખમો,Gujarati,normal,ivory,navy,63,Rasa,Rasa-Italic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Gujarati/Rasa/Rasa-Italic.ttf,stroke breaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/clean/807.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/noisy/807.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/bitmask/807.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/807.png,,
